,data
23,according to new data from experian people in college towns tend to have the most student loan debt in the us and it does make sense where the borrowers are so is the debt but many of the biggest colleges and universities in the us aren t on the list 
24,a new report seems to confirm what you could probably already guess that like every other device you own some tv streaming devices are collecting lots of data about what you do the report comes from princeton university and the university of chicago an 
25,traditionally rodents don t operate motor vehicles it s mostly a human thing that didn t stop researchers at the university of richmond which made the world a better place with some truly excellent footage of rats driving cars this week news of the newl 
27,the long story of sildenafil citrate best known by the brand name viagra may have another chapter to it researchers at the university of california santa cruz think the drug can improve how we perform bone marrow transplants as part of a combination thera 
28,in 2014 a rare polio like illness that attacks the nervous system of its often young victims first emerged in the u s an illness with no clear cause according to health agencies like the centers for disease control and prevention now scientists at the uni 
29,mr biden remains a clear favorite in just one of the early states south carolina and his advisers have predicted that he would fare better in larger more diverse states that vote later in the calendar he is counting in particular on older and more mode 
30,dr provine extended his study of such nonverbal vocalizations well beyond laughter in 2012 he published curious behavior yawning laughing hiccupping and beyond he argued for instance that yawning not only indicated sleepiness but could also signal so 
31,image caption professor ransford gyampo and dr paul kwame butakor were filmed by undercover bbc reporters two ghanaian lecturers who were secretly filmed sexually harassing undercover bbc reporters have been suspended pending an investigation university 
32,do you have what it takes to spend hours a day practicing sweating it out on the gridiron sometimes before dawn no we re not talking about football we re talking about marching bands the marching band at the university of michigan college has more t 
33,gabriel j betancourt san diego university of california san diego advice givers arent joking when they tell you to network with professors the kids who start early see exponential growth in available opportunity the later you start the less you reap 
34,those who cheer the arrests of the university of connecticut students might ask themselves whether they would be equally happy with a prosecutor who decided that it was criminal ridicule for someone to walk down the street uttering the n word while reciting r 
35,the fine print the following comments are owned by whoever posted them we are not responsible for them in any way 
36,lawrence kan the university of kansas apologized for its risque late night at the phog event in which rapper snoop dogg performed stripper poles were wheeled onto the allen fieldhouse floor and fake money was shot over the heads of prospective recruits a 
37,scientists from the university of kentucky say theyre working to perfect a technique to digitally unravel fragile ancient texts that havent been read in nearly 2 000 years w brent seales who heads the university of kentuckys digital restoration initiat 
38,the solvent a mixture of ethanol and water keeps the fibers from falling apart as they fling out of the supercharged cotton candy machine the fibers themselves are made of pig derived gelatin which is a product of broken down collagen in a regular steak 
39,image copyrightgetty imagesimage caption huffman leaves her sentencing hearing in september file us actress felicity huffman has reported to prison to begin a 14 day sentence for her role in a nationwide university cheating scandal the desperate housew 
40,science laboratories in northern california are scrambling to protect precious supplies samples and lab animals threatened by an extensive power outage the northern california power outage started on wednesday when the states biggest power provider pacif 
41,richard bransons backed small satellite launch operation virgin orbit wants to be the first to dedicate a mission to bringing commercial cube sats to the red planet the company announced today working with polish satellite company satrevolution virgin orbi 
42,genevive brianon aline gumas monique zannier monique mazire sylvie hbert cathy le bouteiller and marilyn sarocchi claire goiran unc ul li seven women who are all in their 60s and 70s and known as the fantastic grandmothers helped scientists 
43, austin texas the university of texas chapter of the pi kappa phi fraternity has been shut down following a university investigation into hazing allegations the investigation found that during the 2018 19 school year fraternity pledges were shot with ai 
45,exercise might lower the risk of cancer recurrence and improve survival rates according to the latest guidelines released today about exercise and cancer there s some provocative data coming out that says patients who exercise during and after treatment m 
46,st john s n l a new study focusing on sleeplessness and memory in the post treatment phase for cancer survivors and those in remission is the biggest of its kind globally and happening at memorial university in st john s sleep is a big problem but t 
47,emerson college founded in 1880 as the boston conservatory of elocution oratory and dramatic art is one of the countrys most prestigious liberal arts colleges we talked to its twelfth president lee pelton about his academic background his personal wor 
48,for all the progress humanity has made since odysseus had a spot of trouble on a long voyage home life on the high seas remains a largely joyless affair twenty first century sailors spend weeks away from home the hours are long the pay mediocre the risk 
49,nearly 50 years agobefore interstellar a brief history of time and certainly the event horizon telescopepostdoctoral researcher william unruh was attempting to explain black holes to a crowd at an oxford university colloquium there were no reference points 
50,georgetown officials described the decision as one step in an ongoing dialogue with the descendants who are seeking 1 billion for a foundation that would finance educational health housing and other needs dr degioia said the university would continue to 
51,everyone has a different policy because everyone has a different state law the athletic director jill bodensteiner said some universities said that they had made no substantive changes since the supreme courts decision and instead remained focused on tea 
52,the big names the television cameras and the expected crowd belie the devoted congressman who lived in the heart of west baltimore and would give a knowing nod to those who recognized him on the street mr cummings saw his profile rise in recent years as h 
53,yes black clothing remains a hugely significant form of oppositional dress as dr erin vearncombe an assistant professor at the university of toronto whose research focuses on dress and the body wrote in an email it signals everything from independent th 
54,greenville texas two people have been killed in a shooting at an off campus texas a amp m university commerce party that also left at least 14 others injured a sheriffs official said the shooting took place just before midnight saturday in greenville a 
55,by kelly geraldine malone the canadian press on october 8 2019 winnipeg when james peebles was acknowledged by the university of manitoba for his work in physical cosmology the research was described as the stuff of which dreams are made the canadi 
56,the commission on presidential debates announced friday the university of notre dame in indiana the university of michigan in ann arbor and belmont university in nashville will host the 2020 presidential debates ahead of next november s general election i 
57,the company says it s taking this step since it needs to consider the potential damage deepfakes shared on twitter can cause before it rolls out the new rules though it will run a feedback period to give users the chance to help the company refine them be 
58,in case it wasn t clear already mark zuckerberg really isn t a fan of tiktok during a speech at georgetown university the facebook ceo had some forceful criticism for rival app tiktok which is owned by chinese company bytedance while our services li 
59,quantas airlines has completed the world s first nonstop flight from new york to sydney in a 19 hour 16 minute journey that if implemented could change the way many world cities connect to the east coast of australia the flight s passengers and flight c 
60,a 27 year old university student has been arrested in fukui japan after selling phony yu gi oh cards at a flea market the fake cards featured dark magician girl and blue eyes white dragon and went for 86 000 yen 792 and 46 000 yen 423 respectively 
61,im grateful for the universitys collective effort in responding to this incident he continued especially the hard work of the uconn police department which has been investigating the case since it was reported mr katsouleas who addressed the crowd at t 
62,schlissels candor mortified alumni and he soon stopped his lips from flapping pete carroll the seattle seahawks coach and once a bowl winning coach at the university of southern california can evince a refreshing irreverence about the football industrial 
63,xis goal is to reintroduce that element of self censorship so that people start to think twice about speaking he said when political orthodoxy takes over thats how the collective mind of society begins to close down the culture of political denunciation 
64,portland police and dozens of students are searching for a university of portland first year lacrosse player who went missing sunday night owen klinger 18 was last seen leaving christie hall on the school s campus around 7 30 p m on sunday his friends a 
65,former google ceo eric schmidt urged cooperation with chinese scientists warned against the threat of misinformation and advised against overregulation by governments today in a broad ranging speech about ai ethics and regulation of big tech companies he a 
66,a circuit for developing long term memories while you sleep the kind that can help you ace a test if youve studied the night before has been discovered by university of alberta researchers the study looked at the role of the nucleus reuniens an area w 
67,on wednesday night students at georgia southern university gsu ripped and burned copies of a latina authors book about a woman of color navigating life at a predominately white university the burning happened after jennine cap crucet author of make you 
68,more than five years after the murder of florida state university law professor dan markel a jury found a miami man guilty of his killing sigfredo tuto garcia was found guilty of first degree murder and conspiracy to commit murder he faces the death penal 
69,georgetown university announced on tuesday it will create a fund that could generate close to 400 000 a year to benefit the descendants of slaves once sold by the university the latest in the school s efforts to address the historical legacy of slavery in 
70, greenville texas two people have been killed in a shooting at an off campus texas a amp m university commerce party that also left at least 14 others injured a sheriffs official said the shooting took place just before midnight saturday in greenville 
71,their discoveries have forever transformed our ideas about the cosmos and helped answer fundamental questions about existence said the royal swedish academy of sciences half of the award went to james peebles a physicist with princeton university for de 
72,metro manila cnn philippines october 22 the son of senator christopher lawrence bong go is among the topnotchers of the october 2019 certified public accountant licensure examination christian lawrence chrence go a former student of de la salle univ 
73,winnipeg when james peebles was acknowledged by the university of manitoba for his work in physical cosmology the research was described as the stuff of which dreams are made the canadian american scientist shares this year s nobel prize in physics for h 
74,if youre wondering how the top democratic candidates tax plans differ from each otherand how those plans might change how much you pay in taxestheres a new online tool to help you visualize what each candidate is proposing tax justice now is an interactive 
75,image copyrightephe until 2017 tashpolat tiyip was a model academic head of xinjiang university globally connected and with an honorary phd from a prestigious paris university but that year suddenly and without warning he disappeared his friends beli 
76,if you give a mouse a cookie it s gonna ask for milk and if you give a rat a tiny electric car it s going to drive it to pick up froot loops for that they can thank kelly lambert a behavioral neuroscientist at the university of richmond who has trained 
77,people who live anywhere near the missouri river must be pretty worn out by now after near record floods last spring that affected more than 14 million people many residents thought the worst was over but recent heavy rains have kept water levels high mak 
78,a colorado woman is facing smuggling charges after allegedly attempting to sell and ship human fetal remains in violation of federal law according to court records she conducted much of her business over facebook the alleged sale of human remains and othe 
79,microscopy lets us take a much much closer look at the details we might never see with the naked eye and some multi talented scientists know how to work a camera and editing suite throw those elements together and you ve got one heck of a photo competition 
80,jos cerca left his lab on the university of california berkeley campus wednesday evening the fateful day pacific gas and electric began intentionally cutting power to wide swathes of northern california cerca an evolutionary biologist working at school s 
81,donald trump jr plans to speak at the university of florida thursday and the fact that he will be paid with school funds has sparked protests among students trump jr has been invited to campus by the colleges student government along with his girlfrien 
82,image copyrightafpimage caption university students in dhaka are demanding the killers be brought to justice students across bangladesh are protesting after an undergraduate was beaten to death at one of the country s most prestigious universities the bo 
83,i know there is no volunteer record of being in the community with health care or children with diabetes or fighting for public education ms beatty said of ms harper has she ever gone over and provided christmas toys for children who are homeless and the 
84,hill a small but powerfully built receiver who grew up in a los angeles suburb is studying politics with a concentration on statistics and spent a semester focusing on urban issues in so paulo brazil barcelona spain and cape town south africa and j 
85,some of mr navarros insights in that book are attributed to ron vara in later works ms morris suzuki said for instance mr navarro advised in his 2001 book dont play checkers in a chess world that same wisdom is attributed to ron vara in the well timed 
86,pete buttigieg the mayor of south bend ind continued to show particular strength in iowa earning third place and 13 percent support in the suffolk university usa today poll of iowa democrats released on monday senator kamala harris of california who is 
87,the athletic director of the university of kansas apologized on saturday for a performance by the rapper snoop dogg that included explicit language poll dancing and fake money shot in the air the performance occurred friday night at the university of kansa 
88,washington cnn ivanka trump the daughter and senior adviser of president donald trump invoked the words of a founding father on thursday to defend her own father from his political enemies moments after the house of representatives voted to formalize its 
89,a health care algorithm used in hospitals across the u s has been discriminating against black patients according to new research the study found that the algorithm consistently prioritized less sick white patients and screened out black patients from a pr 
90,washington the washington mystics captured the 2019 w n b a title on thursday night defeating the connecticut sun 89 78 in game 5 of the finals the win capped an extraordinary season for elena delle donne 30 the 6 foot 5 star who overcame another inju 
91,the tech world has a lot to offer those with disabilities but it can be hard to get investors excited about the accessibility space thats why microsofts ai for accessibility grants are so welcome equity free azure credits and cash for companies looking t 
92,when i decided to enroll in college at the university of central florida for my undergraduate degrees the thought of taking online classes was not on my radar after my freshman year though that quickly changed between working two jobs trying to be activ 
93,jennine capo crucet a cuban american author canceled her second speaking event at georgia southern university in statesboro after her first talk was interrupted by an angry exchange among students the author later learned that students were burning her boo 
94,supporters say the candidates are reacting to voter frustration over sluggish wage growth and spiking costs across working families lives including housing child care schools and health care along with concerns about inaction toward climate change i thi 
95,dennis quaid is tying the knot for the fourth time the parent trap star 65 confirmed that he is engaged to girlfriend laura savoie 26 after several months of dating quaid popped the question over the weekend in hawaii where hes currently promoti 
96,from left akira yoshino dr m stanley whittingham and dr john goodenough charles dharapak yoshiaki sakamoto kyodo news binghamton university the 2019 nobel prize in chemistry has been awarded to three scientists whose work developing lithium ion 
97,taipei taiwan news apple inc ceo tim cook is the new chairman of the advisory board of the school of economics and management sem of tsinghua university in beijing china according to tsinghua university sems public wechat account the 20th meeting 
98,amid the college admissions scandal lori loughlin s daughters olivia jade and isabella giannulli are no longer enrolled at the university of southern california the university confirmed to insider a representative from usc wrote in an email that they were 
99,in what looked like a bona fide hellscape waves of orange embers poured down a hillside and swept over los angeles 210 freeway early friday morning the footage captured by ktla news is a vivid depiction of the extreme fire weather propelling flames and 
100,uber freight the uber business unit that helps truck drivers connect with shipping companies said wednesday its launching the app in canada as part of its global expansion plan the move into canada will give uber freight access to the countrys 68 billi 
101,mr scheers authenticity was also challenged when it emerged during the campaign that he has also held united states citizenship most of his life jagmeet singh the 40 year old leader of the n d p made history as the first nonwhite person to lead a major 
102,in your quest to find an especially great deal for a flight youll likely come across airlines that seem made uptake bearskin airlines for example which operates out of ontario canada and is very real or chair airlines a swiss airline that flies througho 
103,washington cnn the justice department sued california on wednesday claiming that the state bypassed federal authority when it entered into an environmental agreement with the canadian province of quebec to combat air pollution in a complaint filed in cal 
104,justin trudeaus victory in canadas national elections on monday followed what he called one of the nastiest campaigns in canadian history that may be true to the degree that much of the campaign was about him and some bad decisions he made and it featured 
105,fabric the startup that wants to make automated logistics available to retailers of all sizes announced today it has raised 110 million in series b funding the round was led by corner ventures with participation from aleph canada pension plan investment 
106,montreal flight attendants at air canada will no longer greet passengers as ladies and gentlemen or mesdames et messieurs as they have for years flight staff will no longer use gender terms in boarding announcements as the company will be replacing s 
107,the us mens national team was back in nations league action as it looked for its second win of the tournament at bmo field in canada it would not come for the americans rather canada was determined to play defensively and try to counter or take advantage o 
108,most airlines have shared a similar greeting tradition for decades a scripted announcement that plays through the overhead speakers after passengers find their seats but in a newfound effort to be more inclusive and more conscious of how people identify a 
109,new numbers released by elections canada on tuesday say voter turnout during the four day advance polling period was up 29 per cent over numbers recorded ahead of the federal election in 2015 according to elections canada preliminary figures show 4 7 milli 
110,the business outlook survey bos indicator is a summary measure that captures common movements from the main bos questions 2 a variant of the bos indicator chart1 a black line relies on the same bos questions but at the regional level thus the number o 
111,toronto as far as i could tell the country didnt stop tuesday night too much stuff on right now serious political stuff hockey life as it is in this country in the early days of fall but for once it seems as if that day may not be far off for the ca 
113,liberal party leader justin trudeau was joined by his wife sophie grgoire trudeau and children as he cast his ballot in his home riding of papineau on monday for more info please go to to global news channel here http 
115, cnn a british family has filed a complaint with the the department of homeland security over their detention by us immigration officials after crossing the us border while vacationing in british columbia canada earlier this month the family s lawyers said 
116,toronto five things to watch for in the canadian business world in the coming week aphria call aphria inc will hold a conference call to discuss its first quarter financial results on monday cannabis company aleafia health inc announced on oct 8 tha 
117,media caption canadians voted in favour of a progressive agenda justin trudeau s victory speech prime minister justin trudeau has retained power in canada s election but lost both his majority and by a slight margin the popular vote here is a breakdo 
118,it appears a lot of people had a side of democracy with their turkey this thanksgiving in a preliminary estimate elections canada says 4 7 million people voted in advance polls on four days over this past long weekend this marks an increase of 29 per ce 
119,because this is only the second election in a row in which advance polls were open on the thanksgiving weekend phd candidate tim abray who is studying voter behaviour said not enough data or history are available to say what the impact will be doug ives 
120,toronto canada s main stock index ended a fairly flatweek lower on the eve of the federal election as the loonie hit a three month high the canadian dollar has risen to its highest level since july 22 in part due to waning expectations of domestic interest 
121,back in 1996 the football association in england approached ian broudie singer and guitarist of the band lightning seeds to make a song for the home nations european championships campaign broudie reluctantly agreed and after comedians david baddiel and 
122,halifax atlantic canada s once monochromatic electoral map awash in liberal red since 2015 received a slight makeover monday as the tories ndp and greens punched holes in the liberals east coast fortress four years ago voters across the region hande 
123,toronto cleaners were removing large bloodstains splattered along the hallway of a toronto residential building on thursday following a shooting that sent five teenagers to hospital some in critical condition police said the victims a 16 year old girl 
124,toronto cats may have nine lives butowning a dogmay extendyours a toronto researcher says a studyreleasedtuesday suggests dog owners live longer than their canine less counterparts experiencing nearly a one third lower risk of dying from heart pro 
125,here are 10 takeaways from the toronto raptors112 106 loss to the boston celtics one lessons learned not that its ever good to lose a completely winnable game but losses have a way of revealing the truth toronto beat itself friday with its sloppy execu 
126,october 25 2019 the queen of canadian literature was honoured by her majesty herself on oct 25 margaret atwood was welcomed to windsor castle to receive a very special award from the queen the handmaids tale author who recently won the booker 
127,republished with permission from the bc cancer foundation laurie rix lost her husband neil macrae in 2017 to breast cancer a disease largely associated with women in 2015 the well known vancouver sportscaster noticed a lump inside his breast that was th 
128,the ridesharing company is aiming to help people from a range of backgrounds they include veterans people with disabilities refugees formerly incarcerated individuals those in low income areas and 18 to 24 year olds perhaps trying to land their first jo 
129,the updated meebot 2 0 kit is 30 percent bigger than the original and it comes with more lifelike led eyes that can be programmed to blink or flash in different colors the humanoid bot comes with a codable color sensor so users can program it to respond 
130,netflix just released its results for q3 in 2019 pdf showing that it added slightly fewer subscribers 6 77 million than the 7 million it anticipated while still notching an all time record for the quarter the company cited lower retention rates in the 
131, reuters the global grounding of boeings ba n 737 max jet is weighing on canadian economic investment in machinery and equipment with carriers unable to take deliveries of the planes the bank of canada said on wednesday in a report investment in ma 
132,canada goose unveiled its largest coat on friday the new jacket which is almost four feet long was made bespoke for nba player tacko fall who is seven foot five news of the gift was first shared by reporters who attended a basketball game between fall 
133,a canadian researcher who co led a study that challenges well worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry dalhousie university s bradley johnston said saturday tha 
134,the weather has gotten colder the topic of halloween costumeshas crept into every conversation and pumpkin has started to show up in themost unnatural of foods it can only mean one thing flu season is almost here most canadians are safe right now acc 
135,toronto elections canada has received more mailed in ballots from canadians living abroad than in any other federal election in history as of friday elections canada said it had received 21 842 ballots from international electors the biggest turnout among 
136,ndp leader jagmeet singh has taken social media by storm in the last days of the federal election campaign with a pair of suave tiktok video that have been shared far and wide even if you dont know what tiktok is singhs video this week simplifying the nd 
137,liberal leader justin trudeau attended a campaign rally in milton ont on saturday afternoon for more info please go to to global news channel here global news on facebook here 
138,federal parties vying for victoryon oct 21 are making a range of promises on how they will better the economy liberal leaderjustin trudeau the conservativesandrew scheer new democratjagmeet singh bloc qubcois leaderyves franois blanchet and the 
139,ndp leader jagmeet singh poses for a selfie during a campaign stop in toronto on oct 15 2019 nathan denette the canadian press party leaders entered the final week of the federal election campaign aiming to define the ballot box question to suit their m 
141,the connors family didnt plan to be on the unmarked road originally from the united kingdom the two couples and their three young children were driving near the u s canada border on oct 3 during a visit to vancouver when an animal ventured into the road 
142,october 15 2019archie harrison has ginger hair just like his dad prince harry and duchess meghan confirmed their sons hair colour while speaking with winners at the wellchild awards in london on oct 15 at a reception for winners held before the ceremo 
143,robocalls in quebec nova scotia and new brunswick are trying to misdirect voters by telling them to head to the polls at a future date officials at elections canada are urging voters to report any such robocalls to them and are reminding voters that monda 
144,municipal affairs minister kaycee madu has lobbed a grenade at albertas big cities just days ahead of the provincial budget with an op ed in the calgary herald accusing calgary and edmonton of excessive spending the minister said tax bills in calgary an 
145,shari ann bracci selvey centre fights back tears at a vigil for her 14 year old murdered son devan selvey at his high school sir winston churchill secondary school in hamilton ont on oct 9 2019 the canadian press a mother who witnessed her son 
146,kamaishi japan canada will leave the rugby world cup winless for the second straight tournament with the weather tying its hands this time tournament organizers decided to cancel canada s final pool b game against namibia because of typhoon hagibis the g 
147,ottawa the european union and germany say they appreciate the continuity in canadian climate change policy that will result from the federal election result the liberals won a minority mandate in mondays vote after a campaign that prime minister justin 
148,montreal the rcmp say charges have been laid against two quebecers for their alleged involvement in a cyber attack of bell canada customer accounts nana koranteng and jesiah russell francis of montreal are to appear on charges including unauthorized use o 
149,the bulk of cannabis sales are still underground jeff mcintosh the canadian press theres no getting around it year one of legalized cannabis in canada was a dud it was an unmitigated disaster for many investors the bubble burst and the shares of most 
150,aphria inc became the first large pot producer to report a second consecutive profitable quarter tuesday sending its stock up as much as 18 per cent the company said it earned 16 4 million on revenue of 126 1 million in the quarter ended aug 31 a slig 
151,ottawa over the first two days of advance polling approximately two million canadians cast their ballot according to elections canada that s a 25 per cent increase from the number of voters who voted during the first two days of advance polls in the 2015 
152, froml new democratic partyleader jagmeet singh green party leader elizabeth may people s party of canada leader maxime bernier canadian prime minister and liberal party leader justin trudeau and conservative party leader andrew scheer take part in the f 
153,conservative leader andrew scheer campaigns for the upcoming election in mississauga ont on oct 8 2019 ottawa andrew scheers promise to close a loophole in the safe third country agreement is specious according to a refugee law expert the conservati 
154,a large recall of raw beef and veal products continued to expand this week with canadas food watchdog issuing safety warnings about dozens of items sold at restaurants and retail outlets including walmart and the gourmet food chain pusateris the canadian 
155,leilani farha un special rapporteur on the right to adequate housing speaks during a press conference in cairo egypt on oct 3 2018 amr abdallah dalsh reuters a united nations report is highlighting the role abhorrent housing conditions play in the p 
156,vaughan ont justin trudeau chose to share a memory of his father on what would have been his 100th birthday to motivate a crowd hoping the liberals can pull off another victory my father always used to tell me that when you are paddling across a big 
157,b c needs us every time someone brings up separation an expert says a landlocked country cant sell if alberta separated b c would find itself in dire need of a pipeline to canada customs can be troublesome cant they havent we paid our master 
158,each day this week global news will explore some of the issues that matter to calgary voters as we approach the 2019 federal election in a new segment called word on the street the global news morning calgary team took to the streets last week to find out 
159,welcome to the montreal gazettes live election coverage stay tuned throughout the night for updates and analysis questions comments ariga 6 50 p m the two who could be pm 6 25 p m smooth sailing in montreal so far voting seems to be go 
160,vancouver granville election signs for independent candidate jody wilson raybould and liberal candidate taleeb noormohamed are seen in vancouver on wednesday october 16 2019 darryl dyck the globe and mail darryl dyck the globe and mail janet moores famil 
161,justin trudeau a man who cant remember how many times he darkened his skin for comic effect has managed to form a minority government in canada his liberal party won mondays election with fewer votes than the conservatives but under a quirk of the first 
162,burnaby british columbia reuters the leader of canadas left wing new democratic party outlined his priority social issues including housing and healthcare on tuesday and said he hopes prime minister justin trudeau respects that he will need to work wit 
163,pipelines were made for transporting oil but some it appears were made for leaking the keystone pipeline system is one of those the system runs more than 2 600 miles from canada and into nebraska where it splits and on tuesday night it began to spill 
164, cnn for some chefs owning and operating a successful restaurant is achievement enough but for mitch bates owner of upscale toronto restaurant grey gardens food and drink are never something you can stop learning about the american born chef honed his 
165,9to5google got a screenshot of a preorder page posted saturday at best buy canada 9to5google best buy canada screenshot by cnet sure we ll find out everything we need to know about google s updated flagship phones the pixel 4 and 4 xl in just a couple d 
166,the nobel prize in physics was awarded jointly to james peebles michel mayor and didier queloz for their contributions to the understanding of the evolution of the universe and the earths place in the cosmos mr peebles was awarded half the prize while m 
167,good news satellite radio fans siriusxm is getting a bit easier to control on your various google home and nest mini speakers the streaming radio network is at long last getting support for google assistant allowing you to say things like hey google pla 
168,whole foods is the latest grocery chain affected by a recall of hundreds of beef and veal products across canada due to possible e coli contamination the canadian food inspection agency has added more than 50 beef products sold at the chain to the list of 
170,vancouver news 1130 one in four deaths in canada is because of conditions caused by blood clots and a new campaign offers an easy way to remember the symptoms of a clot in your leg or lung dr anna rahmani with ubcs faculty of medicine says clots can 
171,world stock indexes were flat to lower on wednesday with a disappointing forecast from texas instruments dragging down chipmaker shares while the british pound inched up as european union leaders consider londons request for a brexit delay an index of semi 
172,terminator dark fate the latest sequel to the terminator franchise that brought back the original stars linda hamilton and arnold schwarzenegger made 2 35 million in previews on thursday night it opens on approximately 4 000 screens this weekend as nov 
173,the duchess of sussex has been through the wringer since she joined the royal family and its all played out publicly meghan markle has faced racist comments so vile that prince harry issued an official statement decrying the way she was treated by the pre 
174,a british family has been deported back to the u k by u s immigration officials after being detained for nearly two weeks for accidentally crossing the border from b c to washington state aldea the peoples justice centre which represents eileen and da 
175,in may with brexit chaos and contentious eu elections in the air more than 5 000 europeans joined a novel social experiment in cafs and parks in poland and italy in belgium and denmark they sat down to talk one on one with strangers from another count 
176, washington the trump administration on wednesday sued to try to block california from engaging in international efforts against climate change charging that the state exceeded its constitutional authority by joining with a canadian province in a program 
177,prince harry addressed rumors that he andmeghan markle were thinking of moving abroad on sunday during an extraordinarily candid interview with journalist tom bradby the royal couple spoke with bradby for the itv documentary harry amp meghan an africa 
178,owing to the evacuation order following typhoon hagibis the pool b match between namibia and canada in kamaishi has been cancelled tokyo 13 oct owing to the level 5 evacuation order remaining operational following typhoon hagibis world rugby and the ja 
179,ottawa ndp leader jagmeet singh left the door open friday to supporting government ownership of the trans mountain pipeline comments that come as polling suggests a minority parliament is increasingly likely singh has already ruled out propping up a mino 
180,vancouver some of canada s top doctors are sounding the alarm about vaping as the number of serious illnesses linked to the habit creeps upward on friday health officials announced there are now three confirmed or probable cases of severe lung illness rela 
181,vancouver the rate of syphilis infection in british columbia is the highest its been in 30 years and the provincial health officer is asking the public to get proactive about testing and treatment figures from the b c centre for disease control show the 
182,kate middletons clothes are making pakistanis proud the duchess of cambridge who along with prince william is in pakistan for a five day royal tour has been wearing traditional pakistani outfits to pay her respects to her host country on monday the 
183,ndp leader jagmeet singh left his political rivals to trade barbs saturday focusing instead on housing policy in a key battleground in desperate need of help with the issue he spoke with young people in vancouver struggling under the weight of the housing 
185,a voter casts a ballot in the 2011 federal election in toronto on may 2 2011 a new poll suggests 10 per cent of voters in the 2019 election waited until the last minute to decide who to vote for ottawa more than one third of canadians voted strategically 
186,the ndp failed to capitalize on jagmeet singh s apparent surge in popularity losing 15 seats trailing behind the bloc qubcois to become the fourth biggest party in parliament but as robin gill reports if singh finds a way to work with the liberals the 
187,after decades of struggling with chronic fatigue and serious health issues comedian and actor anthony kavanagh was finally diagnosed with sleep apnea and able to access treatment that dramatically improved his quality of life now a spokesperson for the que 
188,toronto three days after u s president donald trump announced that he was pulling american troops out of an area near the syria turkey border turkish forces moved in the latest armed conflict in syria comes only months after kurdish and american forces de 
189,right after justin trudeau led the liberals to a strong victory in the 2015 federal election he declared that he would also guide canada back to its rightful place on the global stage in the aftermath of a decade under the conservatives to this countrys fr 
190,halifax four years after atlantic canadians gave justin trudeau a sweeping electoral endorsement handing his liberals all 32 of the region s seats the party is bracing for losses that could have a significant impact on the final tally later tonight 
191,alberta premier jason kenney discusses the outcome of the 2019 federal election and where alberta goes from here as they push to get pipelines built more for more info please go to 
193,the largest plastic polluters in canada have been officially named following a trash audit by greenpeace canada and for the second year in a row nestl and tim hortons top the list according to greenpeace volunteers logged hundreds of hours sifting sor 
194,net income increases 4 5 and adjusted ebitda increases four fold from the prior quarteradult use cannabis revenue increases 8 from prior quartermaintains strong balance sheet and cash position to support future growth reiterates fiscal year 2020 outlook le 
195,married or not we all know the wedding vow til death do us part and thanks to hailey bieber who married her love justin bieber for the second time on sept 30 we were reminded that many couples especially those who are marrying in a place of worship 
196,san francisco apple s latest operating software for mac computers kills off itunes the once revolutionary program that made online music sales mainstream and effectively blunted the impact of piracy instead the mac joins iphones in getting separate apps f 
197,wedged between the federal governments climate policy and the politically driven oil and gas economy in the west lies a deep seated regional divide that some believe has reached a breaking point as calls for a so called wexit began trending on social media 
198,good morning its james keller in calgary alberta premier jason kenney had been foreshadowing this since before he was elected his governments first budget would be a tough one during the spring election campaign mr kenney said a united conservative go 
199,where we know disney is launching so far disney is launching in five countries this year not just the united states these are the launch dates for each of the countries where disney has confirmed a public release ul li netherlands sept 12 2019 b 
200,this article written bynatalie kofler university of illinois at urbana champaign franoise baylis dalhousie university graham dellaire dalhousie university and landon j getz dalhousie university originally appeared on the conversation and has been r 
201,halifax a canadian researcher who co led a study that challenges well worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry dalhousie university s bradley johnston said satu 
202,new guidelines certain to be celebrated by enthusiasts of the carnivore diet and denounced by others as nutritional heresy recommend most adults shouldnt worry about eating less red or processed meat the recommendations which conflict with virtually ever 
203,a canadian researcher who co led a study that challenges well worn advice to limit meat consumption has responded to criticisms he should have disclosed past ties to the global meat and food industry dalhousie university s bradley johnston said saturday tha 
204,toronto the shocking death of a 14 year old ontario boy who was stabbed outside his high school raises questions about the effectiveness of the anti bullying campaigns that have gained prominence in canada in recent years those with expertise in the matter 
205,by ryan w miller should you stop eating red meat for health reasons thats the question rocking the nutrition and scientific community after guidelines published in a peer reviewed journal said people should continue eating red meat running counter to wha 
206,one day carbs are okay the next they re the devil fat was the culprit of the obesity epidemic now loading up is touted as a quick fix for weight loss if you re a health news consumer you re no stranger to nutrition advice that flip flops so much it can 
