,source,author,title,description,url,urlToImage,publishedAt,content
45,"{'id': None, 'name': 'Folio.ca'}",Folio,exercise may reduce risk of cancer recurrence and improve survival rates folio university of alberta,exercise may reduce risk of cancer recurrence and improve survival rates folio university of alberta appropriate exercise can benefit those recovering from cancer treatments thechronicleherald ca exercise is cancer medicine says global coalition medscape e,https://www.folio.ca/exercise-may-reduce-risk-of-cancer-recurrence-and-improve-survival-rates/,https://content.presspage.com/uploads/1979/1920_191016-cancer-exercise-guidelines-banner-892200.jpg?10000,2019-10-16T15:52:04Z,exercise might lower the risk of cancer recurrence and improve survival rates according to the latest guidelines released today about exercise and cancer there s some provocative data coming out that says patients who exercise during and after treatment m 
46,"{'id': None, 'name': 'Journalpioneer.com'}",Andrew Robinson,memorial university study looks to help former cancer patients improve their sleep the journal pioneer,a new study focusing on sleeplessness and memory in the post treatment phase for cancer survivors and those in remission is the biggest of its kind globally and happening at memorial university in st john s sleep is a big problem but,https://www.journalpioneer.com/news/canada/memorial-university-study-looks-to-help-former-cancer-patients-improve-their-sleep-365147/,https://www.journalpioneer.com/media/photologue/photos/cache/STJ-A01-18102019-SleepStudy-ar_medium.png,2019-10-18T02:03:30Z,st john s n l a new study focusing on sleeplessness and memory in the post treatment phase for cancer survivors and those in remission is the biggest of its kind globally and happening at memorial university in st john s sleep is a big problem but t 
47,"{'id': None, 'name': 'Lifehacker.com'}",Nick Douglas,i m lee pelton president of emerson college and this is how i work,emerson college founded in 1880 as the boston conservatory of elocution oratory and dramatic art is one of the countrys most prestigious liberal arts colleges we talked to its twelfth president lee pelton about his academic background his personal wo,https://lifehacker.com/im-lee-pelton-president-of-emerson-college-and-this-i-1838741975,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/suo5yikcmqtzimktskn2.jpg",2019-10-30T13:30:00Z,emerson college founded in 1880 as the boston conservatory of elocution oratory and dramatic art is one of the countrys most prestigious liberal arts colleges we talked to its twelfth president lee pelton about his academic background his personal wor 
48,"{'id': 'wired', 'name': 'Wired'}",Alex Davies,why lightning strikes twice as much over shipping lanes,it might sound crazy but its true the heavens cast their wrath and fury on the ships more than on the fishes ,https://www.wired.com/story/why-lightning-strikes-twice-as-much-over-shipping-lanes/,"https://media.wired.com/photos/5d9cfda5a351410008cb5ab2/master/w_2560,c_limit/Transpo_cargolightning_RTXA0WO.jpg",2019-10-09T11:00:00Z,for all the progress humanity has made since odysseus had a spot of trouble on a long voyage home life on the high seas remains a largely joyless affair twenty first century sailors spend weeks away from home the hours are long the pay mediocre the risk 
49,"{'id': None, 'name': 'Gizmodo.com'}",Ryan F. Mandelbaum,how to make a black hole in a science lab,nearly 50 years agobefore interstellar a brief history of time and certainly the event horizon telescopepostdoctoral researcher william unruh was attempting to explain black holes to a crowd at an oxford university colloquium there were no reference poin,https://gizmodo.com/how-to-make-a-black-hole-in-a-science-lab-1838674389,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/sv4uhrzvm2uabbwraqzr.jpg",2019-10-29T14:30:00Z,nearly 50 years agobefore interstellar a brief history of time and certainly the event horizon telescopepostdoctoral researcher william unruh was attempting to explain black holes to a crowd at an oxford university colloquium there were no reference points 
50,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Rachel L. Swarns,georgetown will start fund to benefit descendants of slave sale,the announcement came six months after students voted in a nonbinding referendum to create a reparations fund ,https://www.nytimes.com/2019/10/30/us/georgetown-slavery-reparations.html,https://static01.nyt.com/images/2019/10/29/us/29GEORGETOWN/29GEORGETOWN-facebookJumbo.jpg,2019-10-30T09:00:16Z,georgetown officials described the decision as one step in an ongoing dialogue with the descendants who are seeking 1 billion for a foundation that would finance educational health housing and other needs dr degioia said the university would continue to 
51,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Alan Blinder,can colleges police sports betting some are trying,purdue st josephs and villanova have banned students from betting on their schools teams but other universities are seeking more of a middle ground no one is sure whose approach is right ,https://www.nytimes.com/2019/10/21/sports/sports-betting-purdue-villanova.html,https://static01.nyt.com/images/2019/10/21/sports/21colleges-betting1/21colleges-betting1-facebookJumbo.jpg,2019-10-21T09:00:25Z,everyone has a different policy because everyone has a different state law the athletic director jill bodensteiner said some universities said that they had made no substantive changes since the supreme courts decision and instead remained focused on tea 
52,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Nicholas Bogel-Burroughs,elijah cummingss funeral will bring attention to baltimore,presidents barack obama and bill clinton are expected to speak friday at the service for the longtime maryland congressman ,https://www.nytimes.com/2019/10/25/us/elijah-cummings-funeral.html,https://static01.nyt.com/images/2019/10/25/us/25cummings-promo/merlin_163245396_85f2286f-1b58-49bb-8006-4d274c67d924-facebookJumbo.jpg,2019-10-25T12:00:06Z,the big names the television cameras and the expected crowd belie the devoted congressman who lived in the heart of west baltimore and would give a knowing nod to those who recognized him on the street mr cummings saw his profile rise in recent years as h 
53,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Vanessa Friedman,the color of protest,banning the import of black clothing to hong kong misses the point when it comes to clothing and opposition ,https://www.nytimes.com/2019/10/29/style/29china-ban-black-clothing-hong-kong-protests.html,https://static01.nyt.com/images/2019/10/31/fashion/29Unbuttoned-china-black/29Unbuttoned-china-black-facebookJumbo-v2.jpg,2019-10-29T22:57:15Z,yes black clothing remains a hugely significant form of oppositional dress as dr erin vearncombe an assistant professor at the university of toronto whose research focuses on dress and the body wrote in an email it signals everything from independent th 
54,"{'id': None, 'name': 'Citynews1130.com'}",,2 dead 14 injured after shooting at texas homecoming party citynews vancouver,two people have been killed and 14 are injured in a shooting at an off campus texas a m university commerce party a sheriffs official said ,https://www.citynews1130.com/2019/10/27/2-dead-14-injured-after-shooting-at-texas-homecoming-party/,https://www.citynews1130.com/wp-content/blogs.dir/sites/9/2019/10/27/texas-shooting.jpeg,2019-10-27T14:34:06Z,greenville texas two people have been killed in a shooting at an off campus texas a amp m university commerce party that also left at least 14 others injured a sheriffs official said the shooting took place just before midnight saturday in greenville a 
55,"{'id': None, 'name': 'Lethbridgeherald.com'}",, stuff of which dreams are made physical cosmology looks to explain the universe lethbridge herald,winnipeg when james peebles was acknowledged by the university of manitoba for his work in physical cosmology the research was described as the stuff,https://lethbridgeherald.com/news/national-news/2019/10/08/stuff-of-which-dreams-are-made-physical-cosmology-looks-to-explain-the-universe/,https://lethbridgeherald.com/wp-content/uploads/cp/457e1764be004ae9a739bf8446ed6395-457e1764be004ae9a739bf8.jpg,2019-10-08T20:28:02Z,by kelly geraldine malone the canadian press on october 8 2019 winnipeg when james peebles was acknowledged by the university of manitoba for his work in physical cosmology the research was described as the stuff of which dreams are made the canadi 
56,"{'id': 'abc-news', 'name': 'ABC News'}",Kendall Karson and Quinn Scanlan,2020 presidential debate sites announced for general election,the university of notre dame the university of michigan in ann arbor and belmont university in nashville will host the 2020 presidential general election debates ,https://abcnews.go.com/Politics/2020-presidential-debate-sites-announced-general-election/story?id=66209650,https://s.abcnews.com/images/Politics/ap_debate_trump_clinton_ps2_161009_16x9_992.jpg,2019-10-11T16:46:59Z,the commission on presidential debates announced friday the university of notre dame in indiana the university of michigan in ann arbor and belmont university in nashville will host the 2020 presidential debates ahead of next november s general election i 
57,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,twitter vows to introduce new rules against deepfakes,twitter promises to introduce new policy to fight deepfakes especially when they could threaten someone s physical safety or lead to offline harm the social network has announced that it s working on created rules to address what it calls synthetic and m,https://www.engadget.com/2019/10/22/twitter-new-rules-deepfakes/,https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D6000%252C4000%252C0%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1067%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-images%252F2019-10%252F8c5daf40-f0a9-11e9-a7fe-d0ff5d54474d%26client%3Da1acac3e1b3290917d92%26signature%3Dcc8baf2e21d50b090231a9e05da9d4c71fec341f&client=amp-blogside-v2&signature=6d48a8e2166a4318e7ff9b328a686424ef0d7d0b,2019-10-22T08:31:00Z,the company says it s taking this step since it needs to consider the potential damage deepfakes shared on twitter can cause before it rolls out the new rules though it will run a feedback period to give users the chance to help the company refine them be 
